,Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Latitude (°),Longitude (°),Height (m),Velocity (m/s),Direction (°),Horizontal Accuracy (m),Vertical Accuracy (m),labelnormal,labelturnright,labelbrake,labelaccelerate,labelstop,labelturnleft
57.0,-1.1386244,0.046241399999999544,17.3495792,0.16486779999999998,0.1867358,-0.9796464,2.438856,-0.3295630000000003,3.2071552000000003,52.347279,4.92035,5.155013,3.59,346.399994,3.790092,2.704857,0,1,0,0,0,0
57.5,0.2204986,0.579781,7.1502924000000005,0.19275279999999997,0.28801479999999996,-0.6665566,2.4499656,-0.4053023999999999,-0.3616434000000002,,,,,,,,0,1,0,0,0,0
58.0,0.0123829999999999,-5.5880186,10.988738999999999,0.6516214,-0.0545486,-0.6167418,2.6670078000000004,5.027119000000001,-1.8677249999999996,52.347315,4.92036,5.135843,4.18,8.7,3.790092,2.692987,0,1,0,0,0,0
58.5,-2.1470200000000004,-2.7759734000000003,10.1780508,0.47032179999999996,-0.32649800000000007,-0.284441,0.31920000000000004,1.2517364,-0.7145385999999998,,,,,,,,1,1,0,0,0,0
59.0,-0.2714658,0.1891525999999999,10.727801599999998,0.1338674,-0.12528500000000004,0.1733584,0.8976735999999998,1.4601709999999999,0.00921820000000011,52.347344,4.920403,4.19371,4.16,44.0,3.790092,2.546897,1,0,0,0,0,0
59.5,-1.8290738000000002,-0.2578866000000001,8.584490800000001,0.012064200000000002,-0.23572600000000002,-0.0014660000000000061,1.6244868000000001,1.0714534,-1.1492397999999997,,,,,,,,1,0,0,0,0,0
60.0,1.225245,-1.0136596,10.6911314,0.049203799999999985,0.02596099999999999,0.020646600000000005,0.6152361999999999,-1.578203,2.7373184000000004,52.34736,4.920469,3.844405,3.97,69.5,3.790092,2.5,1,0,0,0,0,0
60.5,-0.3760916000000001,-0.5183454,10.4763158,-0.01652359999999998,-0.12772820000000001,0.23603139999999997,0.7172533999999999,-0.5892014,1.5488562,,,,,,,,1,0,0,0,0,0
61.0,0.9466605999999999,0.40809580000000006,9.6659268,-0.1875608,0.0773944,-0.1128844,0.05645680000000004,0.8803704,-1.2406342000000001,52.347368,4.92054,3.597203,4.09,79.400002,3.790092,2.5,1,0,0,0,0,0
61.5,-0.10725799999999996,-0.43974100000000005,8.865408200000001,-0.00015259999999999997,0.027915600000000006,0.0829532,1.151092,-0.035039,-0.8616661999999999,,,,,,,,1,0,0,0,0,0
62.0,1.1489137999999999,-0.8426924,9.861779199999999,0.10601260000000001,0.1429992,0.0844192,0.27951699999999996,0.4196492,-1.5856352,52.347374,4.920611,2.968652,3.94,76.300003,3.790092,2.5,1,0,0,0,0,0
62.5,1.8654444,-0.302632,11.2542822,0.1404644,0.21813380000000002,-0.0030544000000000014,1.8929570000000002,-0.6126844,1.5495946,,,,,,,,1,0,0,0,0,0
63.0,0.5691328,-0.7711468,10.7229562,-0.0508528,0.03439060000000001,-0.048012599999999996,0.9075503999999999,-0.6065453999999999,0.848912,52.347384,4.920677,2.717728,4.05,71.300003,3.790092,2.5,1,0,0,0,0,0
63.5,-0.645703,0.15852440000000004,8.7921278,-0.1499326,-0.1338364,-0.0570534,1.0295694000000002,0.10585760000000004,-0.020168600000000047,,,,,,,,1,0,0,0,0,0
64.0,0.519482,0.35814599999999996,8.3773916,-0.000275000000000003,0.1502074,-0.02919860000000001,0.5039214,-0.25710879999999997,-0.5611442,52.347397,4.920742,2.433421,4.05,70.0,3.790092,2.5,1,0,0,0,0,0
64.5,1.0207782,-1.2701102,10.988738999999999,0.0845108,0.160714,-0.049723,1.3990690000000001,-0.5241268,-0.6310928,,,,,,,,1,0,0,0,0,0
65.0,0.988475,-0.43124640000000003,9.618788,0.05482360000000001,0.05015080000000001,-0.0386054,1.6425443999999998,0.17800919999999998,0.5926318,52.34741,4.920806,1.939824,4.05,70.0,3.790092,2.5,1,0,0,0,0,0
65.5,0.6902096,1.1544772,9.5962956,-0.2433922,-0.0828922,-0.0263886,0.9475068,-1.0164524,0.48347339999999994,,,,,,,,1,0,0,0,0,0
66.0,0.15062820000000002,0.38877380000000006,7.7203226,0.002657200000000004,-0.1244296,0.0919934,0.4525486000000002,0.41338980000000014,-1.7613758000000004,52.347422,4.92087,1.580198,4.05,72.300003,3.790092,2.5,1,0,0,0,0,0
66.5,2.5363322,-0.8951549999999999,10.9807828,0.17540499999999998,0.31757920000000006,-0.043247999999999995,0.6513450000000001,-0.02432459999999994,-0.0024124000000000922,,,,,,,,1,0,0,0,0,0
67.0,-0.9190832,-0.04953139999999996,8.8411206,-0.08335039999999999,-0.156438,0.0841748,0.013077000000000094,-0.03994859999999991,-0.5559988,52.347434,4.920934,1.168874,4.11,73.0,3.790092,2.5,1,0,0,0,0,0
67.5,1.1264214000000001,0.45493539999999993,8.136135399999999,0.02012739999999999,0.09767440000000001,0.06450579999999999,1.0860428,-0.7950152000000001,0.3953010000000001,,,,,,,,1,0,0,0,0,0
68.0,1.0294524,-0.9234500000000001,11.9374332,-0.04144580000000001,-0.021196399999999994,0.0601074,0.6676300000000001,-0.5217682,1.1587650000000003,52.347447,4.920998,1.016097,4.1,71.300003,3.790092,2.5,1,0,0,0,0,0
68.5,-1.1567501999999998,0.5015955999999999,8.2065442,-0.2989792,-0.0317028,-0.1260788,0.18964700000000004,-0.8076938,-0.32083379999999995,,,,,,,,1,0,0,0,0,0
69.0,1.6085749999999996,-0.7553546000000001,11.061002199999999,0.295864,0.1277282,0.0668266,0.8054474000000003,-0.5207964,0.4786244,52.347461,4.921059,0.565408,4.11,69.0,3.790092,2.5,1,0,0,0,0,0
69.5,-0.7788039999999999,-0.5897108,9.594800000000001,0.027091200000000003,-0.26981120000000003,0.10408819999999999,0.21800560000000005,-0.20659580000000002,0.0041788000000001265,,,,,,,,1,0,0,0,0,0
70.0,0.19058819999999999,0.4570291999999999,9.595817,0.060932,0.0015269999999999895,-0.09956800000000002,0.7354692,0.45168100000000005,0.09274359999999997,52.347476,4.92112,0.398411,4.13,68.300003,3.790092,2.5,1,0,0,0,0,0
70.5,-0.023270000000000034,0.0948156,8.665248199999999,0.1145642,0.216301,0.015393400000000007,-1.7114318000000002,-0.4236251999999999,-0.9838315999999999,,,,,,,,1,0,0,0,0,0
71.0,0.1999204,-0.7249057999999999,10.9813212,0.0611764,-0.14837479999999997,0.038239,1.6695571999999999,-0.8804438000000001,1.1035044,52.347492,4.92118,0.052825,4.19,68.099998,3.790092,2.5,1,0,0,0,0,0
71.5,-0.2747562,0.11246279999999997,9.966166,-0.21394919999999998,-0.0704304,0.0583972,1.4115807999999999,-0.4769768,0.5035748,,,,,,,,1,0,0,0,0,0
72.0,0.33391840000000006,-0.3641276,8.4595852,0.1138316,0.1784286,-0.1976704,-1.1649466,0.34625319999999987,-2.6618404,52.347507,4.921238,0.203698,3.99,69.099998,3.790092,2.5,1,0,0,0,0,0
72.5,0.795494,0.8292324000000001,9.9386488,0.009498799999999984,0.0623674,-0.0340854,1.3532465999999999,-0.7626348000000001,0.43372620000000006,,,,,,,,1,0,0,0,0,0
73.0,-0.1654636,-1.5300306,11.214023000000001,0.05079200000000002,-0.10182820000000001,0.0623062,-0.9410450000000001,-0.08532440000000005,-0.814559,52.347521,4.921297,0.094866,4.11,68.900002,3.790092,2.5,1,0,0,0,0,0
73.5,0.6730414,0.6399604,8.249375599999999,-0.029229400000000006,0.1863696,0.010017799999999988,1.884216,-0.9422523999999999,0.30597000000000013,,,,,,,,1,0,0,0,0,0
74.0,-0.7819145999999999,0.49220340000000007,9.0181896,-0.06563559999999999,-0.17586300000000002,-0.0227236,0.4233764000000001,-0.7613754,1.1032676000000001,52.347535,4.921356,-0.09258,4.11,70.0,3.790092,2.5,1,0,0,0,0,0
74.5,1.4312070000000001,0.21236320000000003,10.110513,-0.0828614,0.1544834,-0.1402504,0.03425020000000001,-0.2575685999999998,-1.8207098000000002,,,,,,,,1,0,0,0,0,0
75.0,0.1534398,-0.5481958,12.684652200000002,-0.1709456,-0.2365814,0.2124526,-0.4660271999999999,-0.9992063999999999,1.6219416,52.347549,4.921417,-0.128843,4.2,71.300003,3.790092,2.5,1,0,0,0,0,0
75.5,0.565005,-1.5159128,11.0178714,0.135944,0.11771039999999999,-0.06621600000000001,0.97454,0.4016832,-1.3166514,,,,,,,,1,0,0,0,0,0
76.0,-1.2041882000000002,0.27613180000000004,8.850512599999998,-0.2336188,-0.22754060000000004,0.0853964,-0.187472,0.05534300000000001,-0.23881620000000003,52.347562,4.921479,-0.163212,4.28,71.800003,3.790092,2.5,1,0,0,0,0,0
76.5,1.2643673999999998,-1.1357534,10.8472036,0.1332562,0.2320608,-0.009895600000000001,-0.4548606000000001,-0.8601340000000001,0.5760042000000001,,,,,,,,1,0,0,0,0,0
77.0,1.2123834,1.2753146000000002,8.8301136,-0.08163979999999998,0.21275799999999995,0.013072199999999997,-1.4011445999999999,-0.5350918,0.031700200000000046,52.347576,4.92154,0.05779,4.31,71.099998,3.790092,2.5,1,0,0,0,0,0
77.5,0.17156540000000003,0.9108876000000002,8.4909312,-0.2518218,0.1740302,-0.006352999999999999,-1.3999997999999998,-1.7311088,1.1326808,,,,,,,,1,0,0,0,0,0
78.0,-0.6891925999999999,0.818046,9.0370928,-0.21456020000000003,-0.1425108,0.02211260000000001,0.13006840000000003,-1.8270506000000002,1.62973,52.347592,4.921602,0.222826,4.4,68.5,3.790092,2.5,1,0,0,0,0,0
78.5,-0.22025920000000004,3.0189048,6.825586600000001,-0.5819542,-0.30023160000000004,0.115084,-0.15419619999999998,-1.7148378000000002,-0.046216199999999916,,,,,,,,1,0,0,0,0,0
79.0,1.1484352,0.9710673999999999,10.6018198,-0.007727399999999995,-0.0069026000000000035,-0.21110880000000004,2.2250842,-3.7704543999999998,3.3504554,52.347608,4.921663,-0.004288,4.37,67.800003,3.790092,2.5,1,0,0,0,0,0
79.5,0.5748756,0.1847858,10.147602000000001,-0.0711332,-0.039765999999999996,0.030420399999999993,1.2800501999999998,-0.7920678,-0.2570076,,,,,,,,1,0,0,0,0,0
80.0,-0.2585446,-0.635354,8.563014999999998,0.29720779999999997,0.14605379999999996,-0.0393386,0.22857260000000004,-0.5299826000000001,0.8293009999999998,52.347624,4.921723,-0.036579,4.31,69.699997,3.790092,2.5,1,0,0,0,0,0
80.5,-1.6167108,1.3443473999999997,6.1488364,-0.0816398,0.0725074,0.0989572,-1.498665,0.708356,-1.1670202,,,,,,,,1,0,0,0,0,0
81.0,-0.49531420000000004,0.08111659999999983,7.8394852,-0.179742,0.0488068,-0.05045599999999999,0.5098822000000001,1.5251531999999999,-1.7039929999999999,52.347639,4.921784,-0.405603,4.44,71.0,3.790092,2.5,1,0,0,0,0,0
81.5,-2.3155344,0.3462413999999999,9.1430352,-0.0445,0.063589,0.1756798,-1.6226233999999997,-0.5726188,2.0044904,,,,,,,,1,0,0,1,0,0
82.0,-0.4747956000000001,-0.22031919999999997,11.042397600000001,-0.020218800000000002,-0.11453379999999999,0.028343400000000008,0.4727086,-0.6927634000000001,-1.3171246,52.347653,4.921846,-0.267241,4.46,70.800003,3.790092,2.5,0,0,0,1,0,0
82.5,0.35724840000000013,0.6530612,10.3617598,0.011209000000000007,0.29424480000000003,-0.11887080000000001,-1.0296986,0.5074039999999999,-0.7913821999999998,,,,,,,,0,0,0,1,0,0
83.0,-0.2654836,0.6212964,7.407401,-0.2848074,-0.1241852,0.149902,-0.20430159999999992,-0.5171507999999999,-0.8685952,52.34767,4.921911,-0.246185,4.89,69.300003,3.790092,2.5,0,0,0,1,0,0
83.5,-0.6689136,-0.7924430000000001,10.6491378,0.47496420000000006,0.1814828,-0.1236358,-0.8092010000000001,-0.12903459999999978,-0.5022095999999998,,,,,,,,0,0,0,1,0,0
84.0,1.0938788,-0.8242077999999999,8.335038800000001,-0.1384484,-0.12052000000000004,0.05241059999999999,2.4129652000000004,0.9060241999999998,-1.1806767999999999,52.347697,4.921984,-0.45222,5.28,66.099998,3.790092,2.5,0,0,0,1,0,0
84.5,-2.9840291999999997,2.7215966,8.657771,-0.371945,-0.261137,0.08173139999999998,-1.3576628,-3.7390141999999997,0.7179879999999998,,,,,,,,0,0,0,1,0,0
85.0,-1.1127822,-1.6725231999999999,10.059785399999999,0.36342359999999996,0.13066019999999998,-0.1100746,-0.5729412,1.3312572,-1.5477247999999997,52.347714,4.922059,-0.506779,5.51,68.699997,3.790092,2.5,0,0,0,1,0,0
85.5,1.2196216,-2.5178477999999997,12.2121296,0.3560934,-0.06920879999999999,-0.133409,1.8954156000000002,-0.34238559999999996,3.2803809999999998,,,,,,,,1,0,0,1,0,0
86.0,1.5327224000000002,-2.9120054,12.1490784,0.6927924,-0.24159000000000003,-0.04459200000000001,1.6634868,1.9893524,-0.600183,52.347733,4.92214,-0.432609,5.97,70.800003,3.790092,2.5,1,0,0,0,0,0
86.5,1.0268798,-1.479542,9.5596852,-0.043278600000000014,0.024983799999999997,-0.1271786,0.2126979999999999,0.6314388,-0.3482569999999997,,,,,,,,1,0,0,0,0,0
87.0,2.9309086,-1.1941982,9.482815800000001,-0.017867200000000007,-0.029259600000000004,0.20206819999999998,1.3456890000000001,0.666403,0.007417000000000051,52.347751,4.922222,-0.36259,5.99,71.099998,3.790092,2.5,1,0,0,0,0,0
87.5,2.2147966,-1.7108082,9.904132200000001,0.08756480000000003,0.2338934,-0.1742136,-0.7676794000000001,-1.833885,0.35483659999999995,,,,,,,,1,0,0,0,0,0
88.0,2.6371298,-1.9665412,9.753623399999999,0.1772374,0.224364,0.04850140000000001,-0.22243820000000003,-0.06569539999999977,-1.1550027999999999,52.347769,4.922303,-0.454254,5.81,71.5,3.790092,2.5,1,0,0,0,0,0
88.5,-0.30544379999999993,-0.42035900000000004,9.392786,-0.1518872,0.011545,0.0120948,-1.4260766,-1.1962238,-2.0652872,,,,,,,,1,0,0,0,0,0
89.0,-1.5978072,0.528395,8.399226200000001,-0.06771239999999999,-0.2822724,0.10311079999999999,0.8239619999999999,-1.3212192,-0.9724526000000001,52.347785,4.922387,-0.986348,5.84,70.599998,3.790092,2.5,1,0,0,0,0,0
89.5,1.7918053999999999,2.2627129999999998,10.4155984,-0.1940356,-0.159248,-0.006719400000000003,1.1661158,-3.0894168000000004,1.1768828,,,,,,,,1,0,0,0,0,0
90.0,-1.2001202,0.7392626,10.4579512,-0.0017407999999999979,0.09669700000000002,-0.018447399999999992,-1.0529636,0.8674877999999999,-2.6141396,52.347801,4.92247,-1.058848,5.69,72.099998,3.790092,2.5,1,0,0,0,0,0
90.5,0.3995413999999998,-3.1168308,13.3456692,0.3562156,-0.03426839999999999,-0.0124612,0.48714759999999996,-0.14867439999999993,0.5884805999999999,,,,,,,,1,0,0,0,0,0
91.0,0.06658040000000014,0.9035298,7.8771119999999994,-0.2053058,0.17659599999999998,-0.002443200000000001,-0.6633628,-1.3030565999999997,0.6407589999999999,52.34782,4.922548,-1.190917,5.6,70.699997,3.790092,2.5,1,0,0,0,0,0
91.5,1.3334603999999999,0.4874180000000001,11.6729066,-0.07308780000000001,-0.0624898,0.0015883999999999905,1.4949356000000003,-2.2526141999999996,1.5783964000000001,,,,,,,,1,0,0,0,0,0
92.0,0.128076,0.9413364,6.640800399999999,-0.19406619999999997,0.00995680000000001,-0.018203400000000005,0.29194060000000005,-0.5513745999999999,-1.0106036,52.347838,4.922625,-1.265616,5.58,70.800003,3.790092,2.5,1,0,0,0,0,0
92.5,1.4161324,-0.10486559999999993,9.9923672,-0.01029300000000002,-0.1152668,0.0452026,0.25415860000000007,-1.4897402,0.8996724,,,,,,,,1,0,0,0,0,0
93.0,0.12544359999999982,-0.519063,9.2783492,-0.0643222,-0.19235600000000003,0.04569140000000001,0.6369480000000001,-2.6378638,0.37354140000000013,52.347857,4.922701,-1.091412,5.51,69.099998,3.790092,2.5,1,0,0,0,0,0
93.5,0.0866200000000001,0.16133620000000004,7.5559958,0.21792000000000003,0.21788919999999998,0.11850460000000003,-1.7403634000000001,-0.03334800000000001,-0.6392743999999999,,,,,,,,1,0,0,0,0,0
94.0,0.6845266000000001,-0.6384652,10.60164,-0.09862119999999998,-0.1451986,-0.0967582,0.7943688,-2.3993088,0.025393800000000067,52.347877,4.922777,-0.959504,5.36,66.400002,3.790092,2.5,1,0,0,0,0,0
94.5,-1.5906886,-0.7207779999999999,8.9517888,-0.09339840000000002,-0.1274838,0.15185680000000001,-1.7217309999999997,-0.9623359999999999,-2.7995052,,,,,,,,1,0,0,0,0,0
95.0,2.2660028000000003,0.8919844000000001,8.0616586,-0.29986480000000004,0.3144032,0.0180812,1.2101168,-0.7331564000000002,-1.0551112,52.347898,4.922848,-0.994346,5.09,64.900002,3.790092,2.5,1,0,0,0,0,0
95.5,2.208755,-0.29706879999999997,9.7116296,0.0808458,0.08667920000000001,0.11361760000000001,0.7062702000000001,-0.9844200000000001,1.1069669999999998,,,,,,,,1,0,0,0,0,0
96.0,-0.824567,-9.793763799999999,7.3395654,-0.17403039999999984,-1.0065233999999998,0.42331699999999994,2.004926,8.586974999999999,-11.096656999999999,52.347923,4.922911,-1.204174,5.18,57.900002,3.790092,2.5,1,0,0,0,0,0
96.5,-0.6940979999999998,-0.37298120000000007,23.5946078,-0.15179560000000003,-0.12247480000000002,-0.065605,-3.1034212,-7.2492074,11.026740800000002,,,,,,,,1,0,0,0,0,0
97.0,-0.3842273999999998,-1.3055238000000002,12.4368752,0.07788300000000001,-0.35044319999999995,0.1475806,0.7249374,-2.3941223999999997,1.856672,52.347949,4.922971,-0.844422,5.01,54.700001,3.790092,2.5,1,0,0,0,0,0
97.5,1.2835100000000002,-2.8396226,9.4586486,0.3978756,0.08557980000000001,0.016370600000000003,0.06696320000000004,1.0033724,-1.3729600000000004,,,,,,,,1,0,0,0,0,0
98.0,-0.9945169999999999,-1.3457234,10.0843714,0.0495704,0.007757999999999998,-0.03335219999999999,-0.14847340000000003,-1.1412229999999999,1.4292835999999998,52.347976,4.923029,-0.69457,4.71,51.099998,3.790092,2.5,1,0,0,0,0,0
98.5,-0.17162499999999997,0.22600220000000001,9.418688399999999,-0.10399660000000002,-0.026449600000000028,0.29393959999999997,-2.553412,-0.8594732,-1.201377,,,,,,,,1,0,0,0,0,0
99.0,0.4752744,-2.1561128,12.224273,0.0799906,-0.20738279999999998,0.016981600000000003,1.1699598,0.046524200000000085,-0.28346,52.348006,4.923083,-0.841225,4.74,48.299999,3.790092,2.5,1,0,0,0,0,0
99.5,0.5961118,0.42921239999999994,9.4533244,-0.27478980000000003,0.0830144,-0.012583399999999995,-1.8651254000000002,0.27506499999999984,-1.1238236,,,,,,,,1,0,0,0,0,0
100.0,0.0851846000000001,-0.6064608,10.365468400000001,0.0400412,-0.360461,0.16896039999999998,-1.2528494000000001,-0.13592540000000017,0.9893907999999998,52.348035,4.923133,-0.861907,4.68,44.900002,3.790092,2.5,1,0,0,0,0,0
100.5,0.326082,-1.4714063999999998,9.490951599999999,0.2314804,0.180261,-0.03848339999999999,-0.4785194,0.5237556,0.05675519999999974,,,,,,,,1,0,0,0,0,0
101.0,-0.4139584000000001,0.9516852000000002,9.365447999999999,-0.3438154,-0.1664558,0.06132919999999999,-3.2704746,1.0049726,-2.9577997999999996,52.348068,4.923179,-1.193316,4.82,43.0,3.790092,2.5,1,0,0,0,0,0
101.5,1.1216356,-1.1206783999999999,10.2697556,-0.004550800000000002,0.1894236,0.029565200000000003,-0.6208764,-0.6200618,3.2919540000000005,,,,,,,,1,0,0,0,0,0
102.0,-2.129014,0.9533007999999998,7.188338400000001,-0.326956,-0.2619924,-0.0003664000000000112,-2.5792142,0.8923551999999999,-0.7055831999999999,52.348103,4.92322,-1.370733,4.56,42.200001,3.790092,2.5,1,0,0,0,0,0
102.5,-0.3894916,-0.10079739999999995,7.3861052,0.031489199999999995,0.088756,0.0428814,-1.3009856000000002,1.4222778,-1.5111262000000003,,,,,,,,1,0,0,0,0,0
103.0,0.31453659999999994,-0.27487559999999994,9.9451092,-0.30972999999999995,-0.1850258,-0.048135,-0.5364072,0.7731628000000004,2.8174889999999997,52.348136,4.923264,-1.265009,4.62,40.700001,3.790092,2.5,1,0,0,0,0,0
103.5,-0.350429,-0.4259221999999999,9.562078,-0.02727420000000001,-0.0422096,0.1260788,-2.8865916,1.2628228000000001,-1.3034545999999998,,,,,,,,1,0,0,0,0,0
104.0,2.191586,-1.7656638,9.817452,-0.030114799999999997,0.0038482000000000004,0.1402502,0.6548172000000001,0.6281586000000001,2.7377628,52.348166,4.923306,-1.622547,4.46,44.200001,3.790092,2.5,1,0,0,0,0,0
104.5,1.9140788,-0.9393623999999999,10.9692972,0.18921000000000002,-0.1519176,-0.026755199999999996,1.3615312000000002,0.01986480000000009,0.38372400000000023,,,,,,,,1,0,0,0,0,0
105.0,-0.4024726000000001,-0.4182651999999999,8.7626362,-0.094101,-0.04709620000000001,0.15698759999999998,-3.1488512,0.3123228,1.9928483999999997,52.348201,4.923349,-1.535254,4.88,36.400002,3.790092,2.5,1,0,0,0,0,0
105.5,-0.8862416,-1.992324,11.603993599999999,-0.0236094,-0.283494,0.31556379999999995,-1.3331576000000003,0.5124476,0.6122620000000001,,,,,,,,1,0,0,0,0,0
106.0,3.3026336,-1.126182,11.9683608,0.2108338,0.11477820000000001,-0.0616956,1.8737418000000001,1.4555301999999999,1.0095614000000002,52.348236,4.923388,-1.537807,4.95,30.1,3.790092,2.5,1,0,0,0,0,0
106.5,1.1659625999999998,-0.2674576000000002,9.815836999999998,0.005711399999999989,-0.015576600000000006,-0.12852219999999998,0.4597194,-0.4806303999999999,1.1861398,,,,,,,,1,0,0,0,0,0
107.0,0.3007179999999998,-0.9769895999999996,11.0842124,0.10503520000000004,-0.29473380000000005,0.146359,-0.3865905999999999,0.3516262,1.9900008,52.348274,4.923419,-1.482376,4.76,26.1,3.790092,2.5,1,0,0,0,0,0
107.5,-0.9731609999999999,-2.6943183999999993,3.1429128,0.1670668,0.026205599999999996,-0.075134,-1.754486,-3.7277739999999993,5.169585,,,,,,,,1,0,0,0,0,0
108.0,-0.5203789999999999,-3.625844,11.620504200000001,0.8845068000000001,-0.007146999999999992,-0.009529399999999993,-1.0610950000000001,3.9726638000000003,-3.5921302000000006,52.34832,4.923454,-1.571097,5.59,26.200001,3.790092,2.5,1,0,0,0,0,0
108.5,1.8838692,0.5901297999999999,9.4485986,-0.06722399999999999,-0.1091586,-0.0676818,3.0523689999999997,0.080628,0.6345988000000002,,,,,,,,1,0,0,0,0,0
109.0,-0.5921039999999999,-1.0320844,7.7923468,0.04004120000000001,-0.0551592,-0.0438588,-0.8048918000000003,1.1776790000000001,0.48552239999999997,52.348358,4.923499,-1.212984,5.39,31.5,3.790092,2.5,1,0,0,0,0,0
109.5,2.4522844,-1.2735198,9.944212,-0.0791964,0.23560379999999997,0.019791399999999997,-0.3969441999999999,-0.30016779999999993,0.5190941999999998,,,,,,,,1,0,0,0,0,0
110.0,-1.5269798,-1.9582862000000003,11.328399999999998,0.1427854,-0.10305,0.1229026,-0.5335934,0.7555145999999999,-1.8167692,52.348403,4.92354,-1.090521,5.68,27.700001,3.790092,2.5,1,0,0,0,0,0
110.5,3.9672399999999994,2.2456046,7.5320676,-0.30450699999999997,0.3235658,-0.3076228,4.129334,-2.9914934000000004,3.052601,,,,,,,,1,0,0,0,0,0
111.0,0.3678965999999998,-0.9718447999999998,10.417930799999999,0.06933100000000003,-0.16694460000000003,0.011361799999999995,1.0116996,0.8811772,-1.0320886000000002,52.348448,4.92358,-1.141704,5.81,28.200001,3.790092,2.5,1,0,0,0,0,0
111.5,-0.7424332,-1.222852,12.336137599999999,0.14583980000000002,-0.07507300000000001,0.030298199999999997,-1.053415,-0.6407260000000005,-0.9473891999999999,,,,,,,,1,0,0,0,0,0
112.0,1.8710080000000002,-2.5985456,10.6702542,0.08402180000000001,0.0557704,0.033596600000000004,0.038205400000000014,0.6472591999999999,-0.5593994,52.348488,4.923628,-1.250445,5.69,33.799999,3.790092,2.5,1,0,0,0,0,0
112.5,0.4965108000000001,-0.512363,9.2863056,0.16428720000000002,-0.1094028,-0.060596000000000004,1.2875657999999999,-1.7413260000000002,2.1546492,,,,,,,,1,0,0,0,0,0
113.0,-0.1990231999999999,-1.0100702,9.1502734,0.2083904,-0.0649334,0.0976132,0.32834739999999984,1.743668,-0.44981039999999994,52.34853,4.923667,-1.037412,5.36,29.200001,3.790092,2.5,1,0,0,0,0,0
113.5,-0.20207380000000014,-0.8293522,9.938887999999999,0.24333099999999996,0.12235280000000001,0.0025655999999999964,-1.9305907999999998,0.35387640000000004,0.37309559999999997,,,,,,,,1,0,0,0,0,0
114.0,1.0191628000000001,-0.251127,8.199306,-0.0078492,-0.15509399999999998,-0.05351020000000001,2.0436908000000003,-0.8677216,1.239339,52.348568,4.923708,-1.093486,4.8,35.799999,3.790092,2.5,1,0,0,0,0,0
114.5,-2.2773092,-0.6701098,10.904869999999999,0.1433964,-0.18746880000000002,0.0004888000000000004,-1.381478,-0.5788458,-1.1633748000000002,,,,,,,,1,0,0,0,0,0
115.0,0.309033,-0.17742780000000005,7.3269426,-0.046577199999999985,0.41702520000000004,0.006597,-0.9288480000000001,-0.2101002,-0.43279559999999984,52.348604,4.923742,-0.917452,4.62,32.5,3.790092,2.5,1,0,0,0,0,0
115.5,2.4014966,-1.0512868000000002,10.767223199999998,0.2002052,0.34164680000000003,-0.0660936,0.3840198,-1.3917814,-0.6569296000000001,,,,,,,,1,0,0,0,0,0
116.0,1.0751549999999999,0.7122834,6.8403621999999995,-0.22103520000000004,0.3196564,0.0226014,2.300912,0.07728079999999996,-2.3810963999999997,52.348638,4.923777,-0.955591,4.58,32.5,3.90363,2.5,1,0,0,0,0,0
116.5,1.5177672,-1.3730616000000002,10.3034942,0.1793142,0.45172160000000006,-0.071469,1.7049722000000003,-1.2078506,-1.0091959999999998,,,,,,,,1,0,0,0,0,0
117.0,-1.1863014,0.460379,6.934340199999999,-0.16398200000000002,0.04501960000000001,0.008063200000000015,0.12685839999999998,-1.4494562000000002,-0.4423584,52.348682,4.923826,-0.969782,5.23,33.299999,4.966178,2.5,1,0,0,0,0,0
117.5,0.8740982,-2.0666212,11.719148,0.02354819999999999,-0.011667399999999998,-0.1309654,2.1715106,-0.9791718000000001,0.6340754,,,,,,,,1,0,0,0,0,0
118.0,-0.5395814,-1.2744774,8.945866999999998,-0.1527424,0.0674988,0.05595359999999998,0.36960019999999993,-0.20289740000000012,-0.803981,52.34872,4.923859,-1.516097,4.85,32.200001,6.643701,2.5,1,0,0,0,0,0
